Wall time,Step,Value,Run,Tag
1693962458.5466383,11,0.3178776204586029,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693962801.744966,12,0.322418749332428,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693963144.6619534,13,0.2121501863002777,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693963487.8311958,14,0.3252868056297302,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693963830.7175183,15,0.3079480230808258,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693964172.8883405,16,0.3306318521499634,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693964514.7779996,17,0.3290674388408661,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693964858.891482,18,0.2408960610628128,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693965202.3608217,19,0.3224404752254486,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693965544.6573892,20,0.3267642855644226,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693965889.4568045,21,0.4587823748588562,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693966232.5632465,22,0.4704936444759369,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693966576.769213,23,0.44337737560272217,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693966919.2600298,24,0.4567834138870239,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693967264.1540737,25,0.4816400110721588,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693967605.804501,26,0.49452459812164307,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693967948.1061223,27,0.49422040581703186,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693968289.6397388,28,0.47994524240493774,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693968633.9461725,29,0.48429080843925476,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693968976.3007731,30,0.4874630570411682,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693969321.7953336,31,0.46866852045059204,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693969663.3696425,32,0.4750564992427826,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693970007.134578,33,0.4606509506702423,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693970351.396472,34,0.4749695956707001,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693970696.5801873,35,0.4486354887485504,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
1693971038.4220266,36,0.4405744969844818,rLSTM_batch30_intprop_ear_1fp250_fold1,validation acc epoch
